_id,mmsi,shipCallSigns,shipName,shipSize,shipType,shipWidth
647b19336d9bd758b94caa45,413695030,SSD,XINGHUI1,141,"Cargo ship, General",20
647b19346d9bd758b94caa5b,413308130,@@@@@@@,MING YUAN 03,108,"Cargo ship, General",18
647b19366d9bd758b94caa75,413232470,BOVV6,ZI JING ERSHI ER HAO,128,"Passenger ship, General",21
647b19386d9bd758b94caa8b,412524060,BJYI,YONG ZHENG,117,"Passenger ship, General",20
647b19396d9bd758b94caa99,413520260,BOEA8,XIN HAI 16 HAO,106,"Passenger ship, General",20
647b193a6d9bd758b94caaae,413234410,BOVS5,HAI ZHUANG 8 HAO,109,"Passenger ship, General",20
647b193e6d9bd758b94caae0,413234640,BOVX8,YANG FAN HAI AN,122,"Passenger ship, General",20
647b19496d9bd758b94cab5c,413487000,BYAC,HAIYANGSHIYOU602,66,"Other types of ship, General",14
647b194b6d9bd758b94cab70,413216110,BOAS2,XIANG SU 6,229,"Cargo ship, General",32
647b194c6d9bd758b94cab7d,994126632,,QIONG HAI DIAN VIRTU,0,,0
647b194d6d9bd758b94cab84,994136624,,BEI SHUI DAO 6 1    ,0,,0
647b194f6d9bd758b94cab95,994126633,,QIONG HAI DIAN VIRTU,0,,0
647b19556d9bd758b94cabbf,994126808,,JIAHE 128 WRECK     ,0,,0
647b19566d9bd758b94cabcb,413234380,BPOU4,SHUANG TAI BAO CHANG,106,"Passenger ship, General",20
647b195c6d9bd758b94cabfe,413504610,@CM8,HU.JIN.XIANG,96,Not available / no ship,14
647b19656d9bd758b94cac52,994131786,,QZ DING XIAN ZHI JIN,2,,2
647b196b6d9bd758b94cac8d,413240090,BOHV2,KAN TAN 302,78,"Other types of ship, General",18
647b196d6d9bd758b94cac92,667002095,9LU2898,CHANG NING,158,"Cargo ship, General",24
647b196d6d9bd758b94cac9b,413246870,BOLH8,RONG  JING   668,92,"Cargo ship, General",20
647b19706d9bd758b94cacbc,413234440,BOVV5,ZI JING JIU HAO,106,"Passenger ship, General",20
647b19726d9bd758b94cacdb,667001763,9LU2566,HONG SHUN,110,"Cargo ship, General",17
647b19766d9bd758b94cacfd,413700860,BPEF7,LIANG XIANG 9,153,"Cargo ship, General",21
647b197e6d9bd758b94cad4f,413523190,BOVT4,LI MU LING,124,"Passenger ship, General",20
647b19916d9bd758b94cadef,413523240,BOVT5,YING GE LING,124,"Passenger ship, General",21
647b19996d9bd758b94cae47,413515410,BPFJ9,HANG  DE  16,106,"Cargo ship, General",16
647b19a06d9bd758b94cae86,413521610,BPEC9,YUE HAI TIE 3 HAO,188,"Passenger ship, General",26
647b19a26d9bd758b94cae9f,994131788,,QZ DING XIAN ZHI ZHO,2,,2
647b19a26d9bd758b94caea1,412551030,BUKI,CHEN HUA SHUN,97,"Cargo ship, General",16
647b19a76d9bd758b94caec9,413521620,BPED2,YUE HAI TIE 4 HAO,188,"Passenger ship, General",26
647b19ac6d9bd758b94caeeb,413233640,BOVZ4,SHUANG TAI 37,127,"Passenger ship, General",21
647b19ae6d9bd758b94caf06,994136847,,LEI ZHOU XI BU 2    ,0,,0
647b19b06d9bd758b94caf11,413233650,BOGI6,SHUANGTAI 29,128,"Passenger ship, General",21
647b19b16d9bd758b94caf13,994136849,,LEI ZHOU XI BU 3    ,0,,0
647b19b26d9bd758b94caf1d,413393990,BPCQ4,XIN YI BO LI 01,99,"Cargo ship, General",16
647b19b46d9bd758b94caf34,994136873,,LEI ZHOU XI BU 4    ,0,,0
647b19b56d9bd758b94caf3c,413363310,BPNQ6,ZHONG HONG FA ZHAN,96,"Cargo ship, General",16
647b19bc6d9bd758b94caf83,413337590,BOXO7,KAN TAN 222,75,Tug,18
647b19be6d9bd758b94caf95,413232480,BOVX7,ZI JING SHI WU HAO,127,"Passenger ship, General",21
647b19c36d9bd758b94cafcd,413705540,BQOX,HONG TAI 223,166,"Cargo ship, General",25
647b19d26d9bd758b94cb064,412522670,BOEA7,XIN HAI 12 HAO,98,"Passenger ship, General",20
647b19dd6d9bd758b94cb0c9,412465470,BXHM,YUE DAO JUN 1,79,"Vessel, Engaged in dredging or underwater operations",14
647b19dd6d9bd758b94cb0cd,994131791,,MA CUN GANG1,2,,2
647b19ea6d9bd758b94cb14a,413396680,BPCZ2,QI ZI WAN,130,"Passenger ship, General",21
647b19ee6d9bd758b94cb176,413271420,BDPI,WUXING 6,190,"Cargo ship, General",32
647b19ef6d9bd758b94cb17c,412592250,BRPZ,FU CHANG,112,"Tanker, General",15
647b19f16d9bd758b94cb199,413234430,BOVM4,HAI ZHUANG 2 HAO,95,"Passenger ship, No additional information",19
647b19f16d9bd758b94cb19d,413234420,BOVN2,HAI ZHUANG 6 HAO,109,"Passenger ship, General",20
647b19f26d9bd758b94cb1ab,413233560,BOVM6,SHUANG TAI 12,94,"Passenger ship, No additional information",20
647b19f36d9bd758b94cb1b3,413242450,BPIH9,SHENG FENG 17,122,"Cargo ship, General",18
647b19f76d9bd758b94cb1e0,413523210,BOVT3,BAI SHI LING,124,"Passenger ship, General",21
647b19f86d9bd758b94cb1e6,412477850,BYTB,ZHAN GANG TUO 17,39,Tug,10
647b19fc6d9bd758b94cb20c,413523430,BOQP6,HAI KOU JIU HAO,129,"Passenger ship, General",21
647b1a006d9bd758b94cb230,413280120,@@@@@@@,HAIXUN11108,31,Law enforcement vessel,6
647b1a076d9bd758b94cb27e,994136755,,GUIBEIYU24022 WRECK ,0,,0
647b1a0a6d9bd758b94cb29c,544142120,C2BT2,XINYUANFU68,55,"Other types of ship, General",19
647b1a176d9bd758b94cb31e,413703770,BQVG,SHUN LONG888,97,"Cargo ship, General",16
647b1a186d9bd758b94cb32b,413525050,,YIN HAI TUO YI,35,Tug,10
647b1a196d9bd758b94cb33c,994136910,,YGZG 0222           ,0,,0
647b1a196d9bd758b94cb33e,413397310,BPDC9,GUO HAI MIN ZHUO,79,"Other types of ship, General",19
647b1a1b6d9bd758b94cb349,413313530,BOVF6,HAI YANG SHI YOU 547,65,Not available / no ship,15
647b1a216d9bd758b94cb37d,413699340,BOZP5,JIN YUAN HE,164,"Cargo ship, General",27
647b1a266d9bd758b94cb3ba,477524300,VROS2,MILD TUNE,147,"Cargo ship, Category X",23
647b1a266d9bd758b94cb3be,413273910,BOOJ9,HAIYANGSHIYOU545,65,"Other types of ship, No additional information",16
647b1a2a6d9bd758b94cb3e1,413233590,BOVY5,SHUANG TAI 26,126,"Passenger ship, General",21
647b1a306d9bd758b94cb41c,994136728,,WRECK YUE YANG JIANG,0,,0
647b1a3e6d9bd758b94cb4a0,413523980,BOVT6,HAI TANG WAN,128,"Passenger ship, General",21
647b1a3f6d9bd758b94cb4aa,413533870,BPGY9,FU LI 10,141,"Cargo ship, General",36
647b1a406d9bd758b94cb4b2,413231030,BOVM9,SHUANG TAI 16,111,"Passenger ship, General",20
647b1a436d9bd758b94cb4d8,413524010,BOVV3,LIU LIAN LING,127,"Passenger ship, General",21
647b1a486d9bd758b94cb4ff,413379360,BPJU9,KAN TAN 211,75,Tug,17
647b1a546d9bd758b94cb56f,413233380,BOVY8,YIN ZI JING,106,"Passenger ship, General",21
647b1a576d9bd758b94cb589,413331080,BFGZ,HAILI,50,"Other types of ship, General",12
647b1a656d9bd758b94cb61e,413521120,BOEB2,BAO DAO 12 HAO,106,"Passenger ship, General",20
647b1a6f6d9bd758b94cb69a,413706390,BPEE8,RONG HAI 78,97,"Cargo ship, General",16
647b1a716d9bd758b94cb6a6,412460080,,HUI TONG 318,53,"Cargo ship, General",9
647b1a746d9bd758b94cb6d6,413390670,BPCT9,TIAN CHEN 1,68,"Vessel, Engaged in dredging or underwater operations",16
647b1a836d9bd758b94cb762,412324520,@@@@@@@,YUANTENG688,85,"Cargo ship, General",13
647b1a886d9bd758b94cb79f,414400650,,ZHE ZHOU YOU 469,91,"Tanker, General",13
647b1a8b6d9bd758b94cb7ba,413522080,BJLS,YONG JI,108,"Passenger ship, General",20
647b1a946d9bd758b94cb809,412522260,BPEC4,YUE HAI TIE 2 HAO,165,"Passenger ship, General",22
647b1aa66d9bd758b94cb8c6,413523230,BOVT7,JIAN FENG LING,123,"Passenger ship, General",20
647b1ab56d9bd758b94cb945,413262290,BFEW,ZHONG YOU HAI 261,70,"Other types of ship, General",14
647b1abb6d9bd758b94cb998,413507130,BPPO5,CHANG RONG 6,147,"Cargo ship, General",22
647b1abf6d9bd758b94cb9b0,413233570,BOVY9,SHUANG TAI 18,120,"Passenger ship, General",21
647b1ac16d9bd758b94cb9c4,413444310,BKXG5,HONG RUN 38,97,"Tanker, General",15
647b1aca6d9bd758b94cba11,563179900,9V8034,FG EUCALYPTUS,200,"Cargo ship, General",32
647b1ad56d9bd758b94cba84,994131790,,XIU YING GANG 1,2,,2
647b1ada6d9bd758b94cbabf,994131798,,QZDINGXIANZHI1JING3A,0,,0
647b1ade6d9bd758b94cbaeb,994136901,,QI ZHOU SHUANG FAN S,0,,0
647b1b0b6d9bd758b94cbcac,994136784,,QI SHUI WRECK       ,0,,0
647b1b2e6d9bd758b94cbdf7,413305250,BSET,HAI YANG SHI YOU 671,74,Tug,18
647b1b366d9bd758b94cbe51,413523990,BOVV2,FENG HUANG LING,127,"Passenger ship, General",21
647b1b396d9bd758b94cbe5f,413505660,BMZL,HAI HONG XING,94,"Cargo ship, General",14
647b1b3f6d9bd758b94cbe9a,413233580,BOVM5,SHUANG TAI 19,120,"Passenger ship, No additional information",20
647b1b416d9bd758b94cbeac,413523180,BOVV4,WU ZHI SHAN,124,"Passenger ship, General",21
647b1b4d6d9bd758b94cbf11,413522110,BOEA9,XIN HAI 19 HAO,120,"Passenger ship, General",20
647b1b5c6d9bd758b94cbfb3,351010000,3FMX3,EAGLE SKY,210,"Cargo ship, No additional information",37
647b1b716d9bd758b94cc078,413522880,BPAK5,XIN HENG RUN 3,96,"Cargo ship, General",14
647b1b766d9bd758b94cc0ae,413237860,@@@@@@@,ZHONG NAN 668,0,"Cargo ship, General",0
647b1b806d9bd758b94cc10d,413267070,,YUEZHONGSHANGONG006,38,"Vessel, Engaged in dredging or underwater operations",13
647b1b8b6d9bd758b94cc16d,567548000,HSB6247,SPM BANGKOK,117,"Cargo ship, No additional information",21
647b1b8d6d9bd758b94cc189,413354890,BQAM4,XIN LI CHANG SHENG,98,"Cargo ship, General",16
647b1b926d9bd758b94cc1b1,413525630,BOQP8,HAI KOU 16 HAO,127,"Passenger ship, General",21
647b1ba86d9bd758b94cc262,413233370,BOVY4,ZI JING SHI YI HAO,121,"Passenger ship, General",21
647b1bcc6d9bd758b94cc3c0,413233240,BQBL8,SHUANG TAI 28,128,"Passenger ship, General",21
647b1bde6d9bd758b94cc450,413683000,BJPY,JIN LUN 3 HAO,96,"Cargo ship, General",16
647b1bdf6d9bd758b94cc456,413461960,,MING RI GUANG 3 HAO,109,"Tanker, General",15
647b1be26d9bd758b94cc478,311073400,C6ZZ9,ANNA,225,"Cargo ship, General",32
647b1bee6d9bd758b94cc4f0,412272310,BPHD9,JIAN HUA 3,0,"Cargo ship, General",0
647b1bf16d9bd758b94cc519,413234390,BTOU,HAI ZHUANG 18 HAO,128,"Passenger ship, General",21
647b1c0d6d9bd758b94cc624,413224710,BODZ8,HAI XUN 1110,64,Law enforcement vessel,10
647b1c7c6d9bd758b94cca62,994136846,,LEI ZHOU XI BU 1    ,0,,0
647b1c976d9bd758b94ccb5f,413318010,,HAIWEI93,81,"Cargo ship, Reserved for future use",17
647b1c9b6d9bd758b94ccb83,413234720,BOVM3,NAN FANG 6 HAO,109,"Passenger ship, General",20
647b1cc16d9bd758b94cccf4,413233360,BOVM8,SHUANG TAI 11,94,"Passenger ship, General",20
647b1ce06d9bd758b94cce29,351872000,HO2826,KAN TAN IV,83,"Other types of ship, General",66
647b1d046d9bd758b94ccfaf,413233620,BYVX9,SHUANG TAI 27,126,"Passenger ship, General",21
647b1d2a6d9bd758b94cd13f,994136874,,LEI ZHOU XI BU 5    ,0,,0
647b1d3b6d9bd758b94cd1f4,413522480,BOQP7,HAI KOU LIU HAO,118,"Passenger ship, General",20
647b1d9b6d9bd758b94cd5c8,413000000,,11111116386,0,"Vessel, Fishing",0
647b1e076d9bd758b94cda1d,413227320,BOET9,HONG YUAN XIN,116,"Cargo ship, General",16
647b1e1a6d9bd758b94cdaeb,412523720,BOAK6,HAI BAO GONG 9,43,"Tanker, General",7
647b1e286d9bd758b94cdb83,412476310,BRRA,HUA NAN 2,99,"Tanker, General",15
647b1e776d9bd758b94cde8c,477103200,VRQW6,FIFI,200,"Cargo ship, General",32
647b1eaf6d9bd758b94ce0b3,413461954,,MING RI GUANG 3 HAO,109,"Tanker, General",15
647b1f1b6d9bd758b94ce4da,994136603,,DONG HAI DAO Q5     ,0,,0
647b1f246d9bd758b94ce530,413367620,,JIN JIA 63,32,"Tanker, Category X",6
647b1f946d9bd758b94ce966,413068007,MT 3008,MMIONGLIN1111,20,"Vessel, Fishing",10
647b200e6d9bd758b94cedec,572463220,T2SG5,KENYO,114,"Cargo ship, General",17
647b201a6d9bd758b94cee53,622121409,6AGU,WADI TIBA,229,"Cargo ship, General",32
647b20236d9bd758b94cee9e,413520450,0000000,JIN HONG XING,53,"Cargo ship, General",9
647b203a6d9bd758b94cef6d,352002105,3E3786,XIN LIN HAI 16,128,"Cargo ship, General",20
647b20446d9bd758b94cefc1,412060010,0,HAI XUN 1750,59,Law enforcement vessel,9
647b20836d9bd758b94cf1f8,994121662,,QIONG HAI DIAN 8,4,,4
647b20d86d9bd758b94cf4f1,413233350,BOVY6,ZI JING SHI LIU HAO,130,"Passenger ship, General",21
647b21ee6d9bd758b94cfeed,413523220,BOVT8,TONGGULING,122,"Passenger ship, General",21
647b221b6d9bd758b94d0090,994136875,,LEI ZHOU XI BU 6    ,0,,0
647b22986d9bd758b94d0510,413525270,@@@@@@@,QIONG  YIN 12 HAO,36,Tug,10
647b23b76d9bd758b94d0f90,413339450,,HONG XING 799,53,"Cargo ship, General",9
647b24066d9bd758b94d1256,413306920,BOUB7,HAIXUN03,129,Law enforcement vessel,16
647b24156d9bd758b94d12ea,413496390,BKQI3,YUAN DONG LIAN ZHONG,82,"Tanker, General",12
647b24566d9bd758b94d1552,412522250,BPEC3,YUEHAITIE1HAO,165,"Passenger ship, General",22
647b27956d9bd758b94d3240,372572000,3EXW3,DRAGON SKY,210,"Cargo ship, No additional information",37
647b28fb6d9bd758b94d3ee6,413212970,BOAC7,DA AN 38,99,"Tanker, General",16
647b29ba6d9bd758b94d4589,413232860,BOVM2,HAI XIA ER HAO,95,"Passenger ship, General",18
647b2ae26d9bd758b94d5010,412703670,0,XIANG HANG XING 899,62,"Cargo ship, General",13
647b2b256d9bd758b94d5287,413515480,0,YUEYUNFUGONG0086,53,"Cargo ship, General",16
647b2b9a6d9bd758b94d5711,413522220,BOEB3,BAO DAO 16 HAO,119,"Passenger ship, General",20
647b2beb6d9bd758b94d5a45,413214720,BOAL3,JIN LUN 6,127,"Cargo ship, General",18
647b2bec6d9bd758b94d5a56,994131784,,QZDINGXIANZHI JING 1,0,,0
647b2faa6d9bd758b94d7fcd,413054660,BSGS,NAN HAI JIU 204,50,Search and rescue vessel,13
647b31076d9bd758b94d8dcf,371096000,3FYR,CROSSANDRA,210,"Cargo ship, General",37
647b31096d9bd758b94d8de1,412432690,BLKV,YUAN HANG 166,99,"Cargo ship, General",16
647b32676d9bd758b94d9bbc,413232490,BOVZ3,ZI JING SHI ER HAO,120,Not available / no ship,21
647b32706d9bd758b94d9c29,413520880,,SHUN SHENG 666,53,"Cargo ship, General",9
647b332e6d9bd758b94da41a,352001547,3E2551,FUDA,190,"Cargo ship, General",32
647b33f96d9bd758b94dabcf,413466780,BPIE2,SHENG HANG HUA 11,120,"Tanker, Category Y",18
647b343b6d9bd758b94dae71,370617000,3ETN5,BRILLIANT EXPRESS,200,"Cargo ship, General",32
647b35ef6d9bd758b94dbf56,413701740,BPGD4,SHUN JI HANG,98,"Cargo ship, General",16
647b38676d9bd758b94dd8bc,413238780,BOLG5,ZHONG MIAO 588,199,"Cargo ship, General",32
647b38b06d9bd758b94ddb9a,477742200,VRGO4,FORMAN,148,"Tanker, General",24
647b38f86d9bd758b94dde66,413547000,BYBF,HAI YANG SHI YOU 564,64,"Other types of ship, General",15
647b39e56d9bd758b94de78a,413054670,BSGT,NAN HAI JIU 102,127,Search and rescue vessel,17
647b3c696d9bd758b94e0066,413342880,BOYI7,EN HUI 2,120,"Cargo ship, General",24
647b3df66d9bd758b94e104b,413706010,@@@@@@@,XIN HENG CHENG,99,"Cargo ship, General",16
647b3fc76d9bd758b94e238b,525011169,YBFP2,CHANDRA KIRANA,225,"Cargo ship, General",32
647b40986d9bd758b94e2bd0,413522390,NA,HAI KOU WAN 1,46,"Passenger ship, No additional information",10
647b42996d9bd758b94e40c2,413241680,BOIE6,RUI CHENG 68,97,"Cargo ship, General",16
647b431f6d9bd758b94e4619,412704080,BOOP8,HONG ZHI 17,133,"Tanker, General",19
647b44486d9bd758b94e52a0,413520470,,JINHONGFA,53,"Cargo ship, General",9
647b457d6d9bd758b94e5fa0,413211250,BRIH,TAI TONG 777,90,"Cargo ship, General",18
647b47716d9bd758b94e745a,108671108,1234567,YUEXUYU21178,11,"Vessel, Fishing",3
647b47746d9bd758b94e7483,413288970,BOTR3,QIAN HUI 010,119,"Cargo ship, General",22
647b485b6d9bd758b94e7ebb,413245270,,HAIDIANYUNWEI307,26,"Other types of ship, General",8
647b48796d9bd758b94e8029,355170000,HPOA,ACHILLES BULKER,177,"Cargo ship, General",28
647b4b466d9bd758b94e9f22,413306680,CN2021,HAIXUN 0927,47,Law enforcement vessel,8
647b4df66d9bd758b94ebc9a,413212710,BPET5,HANHAI 3 HAO,130,"Cargo ship, Category X",24
647b4f926d9bd758b94ecfe5,413532190,BPGS7,TONGZHOUWANXIAOTUO 2,38,"Vessel, Towing",10
647b4fdb6d9bd758b94ed309,374261000,3FAP4,FUTONG EXPRESS,195,"Cargo ship, General",32
647b50d46d9bd758b94ede5f,412705250,BPJV3,LONGSHENG7,104,"Cargo ship, General",16
647b512c6d9bd758b94ee28f,412474190,BPPC6,HAO YUAN 7,97,"Tanker, General",15
647b518d6d9bd758b94ee6f6,413695120,BPJA7,AN TAI SHUN,123,"Cargo ship, General",18
647b51ff6d9bd758b94eec20,413154000,BPFU,RUI JIN TAN,184,"Tanker, General",32
647b52f36d9bd758b94ef741,412476940,BSPA,SHENG HANG HUA 2,103,"Tanker, Category Y",16
647b53386d9bd758b94efa8a,994121811,,SXSP TOWER          ,0,,0
647b533e6d9bd758b94efaca,994136771,,SXSPWF S4           ,2,,2
647b53416d9bd758b94efaf4,994136772,,SFSPWF S7           ,2,,2
647b53446d9bd758b94efb1f,413511110,@@@@@@@,XIN TIAN 5,99,"Cargo ship, General",16
647b53476d9bd758b94efb3c,994136769,,SXSP TOWER V2       ,0,,0
647b534a6d9bd758b94efb5f,994136790,,ZHONGGUANGHE V12    ,0,,0
647b54016d9bd758b94f03ad,994136789,,ZHONGGUANGHE V4     ,0,,0
647b54986d9bd758b94f0a92,994136670,,YA MEN KOU EAST     ,0,,0
647b549e6d9bd758b94f0acb,994121810,,SXHLD TOWER         ,0,,0
647b54cb6d9bd758b94f0d0e,994136900,,FU JING 001 WRECK   ,0,,0
647b55616d9bd758b94f1412,994136773,,SXSPWF S10          ,2,,2
647b55826d9bd758b94f1595,994136938,,FU JING 001 WRECK 2 ,0,,0
647b56036d9bd758b94f1bac,994121641,,TOWER 2             ,0,,0
647b560c6d9bd758b94f1c10,994136770,,SXSPWF S1           ,0,,0
647b56396d9bd758b94f1e28,994136941,,YQ PLATFORM         ,0,,0
647b56916d9bd758b94f2204,994131787,,QZ DING XAIN ZHI ZHO,2,,2
647b5cb86d9bd758b94f64c7,414342000,BOAD,FAN YA GUANG ZHOU,294,"Cargo ship, General",32
647b60d36d9bd758b94f9547,413500110,BMEM,HU JIN LONG,98,"Cargo ship, General",16
647b64116d9bd758b94fba27,413516910,0,YUEYUNFUGONG0089,60,"Cargo ship, General",16
647b64d76d9bd758b94fc2e1,412415960,,XU  YANG  7,116,"Tanker, General",16
647b68156d9bd758b94fe8e4,413454680,@@@@@@@,YUETUO001,96,"Cargo ship, General",20
647b68e36d9bd758b94ff926,413203280,BPOB7,YUAN DONG RU YI,96,"Tanker, Category Y",15
647b69446d9bd758b94fffba,413222940,BOMC4,HAI TONG DA967,116,"Cargo ship, General",22
647b69976d9bd758b95005cb,994131773,,TUO DAO PAI,6,,6
647b6a8a6d9bd758b95017e1,413232890,BPLQ8,JIN ZI JING,92,"Passenger ship, General",19
647b6b526d9bd758b950263d,412701430,BPFA4,GUANFU9,95,"Cargo ship, General",14
647b6bb66d9bd758b9502dc2,413503560,BMTR,JIEYUN76,147,"Cargo ship, General",22
647b70dc6d9bd758b9508ade,413463190,,XIANG CHUN 618,54,"Cargo ship, General",9
647b75b36d9bd758b950e1cd,413499490,BPEI4,FUXINHAIYANG,119,Not available / no ship,20
647b78566d9bd758b9510fa9,413480210,BSVW,HAI YANG SHI YOU 676,78,"Other types of ship, General",18
647b79656d9bd758b9512394,413217780,@@@@@@@,HAIKOUZHIXING,16,"Other types of ship, General",4
647b7f5c6d9bd758b95190b5,201211180,@@@@@@@,CHINACOASTGUARD23022,0,Not available / no ship,0
647b80146d9bd758b9519c64,636093115,5LGG3,MORANDI,300,"Cargo ship, General",50
647b81e26d9bd758b951bc3b,413311250,@@@@@@@,HONG SHUN FU,85,"Cargo ship, General",14
647b82656d9bd758b951c5c3,414397000,BTJF4,HENG XING DA,225,"Cargo ship, General",32
647b82806d9bd758b951c7ca,312413000,V3MX6,XING NING 20,136,"Cargo ship, General",19
647b82a96d9bd758b951cae4,412060030,BJLE,HAI XUN 17057,57,Law enforcement vessel,10
647b84e06d9bd758b951f4f4,412189000,BRLH,SHEN HUA 812,225,"Cargo ship, General",32
647b868b6d9bd758b952141a,413692070,BVDP8,XIANG YI 67,140,"Cargo ship, General",20
647b9b546d9bd758b9533bf0,413692950,@@@@@@@,TAI HONG 19,97,"Cargo ship, General",16
647b9dc66d9bd758b9536b47,563158900,9V8085,MAERSK VERACRUZ,175,"Cargo ship, General",27
647ba29c6d9bd758b953c4d0,413461920,,YU SHENG 168,53,"Cargo ship, General",9
647ba4e66d9bd758b953ee56,229201000,9HA3145,DENSA PUMA,186,"Cargo ship, General",28
647ba54b6d9bd758b953f605,413495970,,HUIJINQIAO292,80,"Cargo ship, General",18
647ba9806d9bd758b95440d5,413318540,@@@@@@@,CHANG YUAN 769,92,"Cargo ship, General",17
647baa126d9bd758b9544b53,412076010,BUOZ,TIAN ZHU SHAN,98,"Cargo ship, General",16
647bb3d96d9bd758b955022d,565787000,9VFK8,LOUISA SCHULTE,175,"Cargo ship, General",27
647bb5cf6d9bd758b95521d1,413313910,BOVQ2,HUA NAN 5,111,"Tanker, General",18
647bb7b36d9bd758b9554316,414418000,BTJH4,ZHE NENG 1,225,"Cargo ship, General",32
647bbf5e6d9bd758b955ce8c,412750950,BORV2,HENG TONG LONG,140,"Cargo ship, General",20
647bbf606d9bd758b955cec2,412703880,BVFS8,XINHENGYANG27,140,"Cargo ship, General",20
647bc0036d9bd758b955daea,412433530,BPGA4,SHENG FENG LUN,116,"Cargo ship, General",17
647bc5416d9bd758b9563670,352978177,3E2411,WIN STAR,96,"Cargo ship, General",16
647bc6196d9bd758b9564575,413328980,BCCX,YU HANG TUO 9,57,Tug,12
647bc67f6d9bd758b9564c66,372518000,HO2447,SEIYO GROWTH,87,"Cargo ship, General",14
647bcc736d9bd758b956bc7c,413527150,BQQH,HUA SHENG 02,190,"Cargo ship, General",32
647bceea6d9bd758b956eb4f,566653000,9V7590,WAN HAI 102,144,"Cargo ship, General",23
647bcf866d9bd758b956f722,412551370,@@@@@@@,DONGYUE66,96,"Cargo ship, General",14
647bd01b6d9bd758b9570277,440059000,D7DO,SM TOKYO,148,"Cargo ship, General",23
647bd6136d9bd758b9576ddc,413356820,BPAA8,NAN LIAN 8,86,"Tanker, Category Y",13
647bdae26d9bd758b957c126,412469140,BXXK,XIN JIA YUAN218,97,"Cargo ship, General",16
647bdd7c6d9bd758b957eec4,413704770,BMPP,KAI  JIA,98,"Cargo ship, General",16
647bdedc6d9bd758b95806f0,413353570,868,JIN MA 868,53,"Cargo ship, General",9
647be4886d9bd758b95865ff,413362980,BHUS,KAI JIN 18,118,"Vessel, Engaged in dredging or underwater operations",18
647bea1b6d9bd758b958ccc8,413219940,@@@@@@@,HAOCHEN26,50,"Cargo ship, General",15
647beab06d9bd758b958d810,413302980,BFCA,GUO  YANG   9,117,"Tanker, General",16
647bf1e16d9bd758b9595de2,413316190,@@@@@@@,JIANGHAIZHIYUN,150,"Cargo ship, General",24
647bf4756d9bd758b9598c9b,412208910,BKPJ2,XIN JIN XIN,98,"Cargo ship, General",14
647bf5796d9bd758b9599e2d,414396000,BQEA2,ZHONGCHANG XINSHENG,190,"Cargo ship, General",32
647bf5dd6d9bd758b959a49c,413472850,@@@@@@@,YONGSHIFENG183,84,"Cargo ship, General",16
647bf61d6d9bd758b959a8f2,413468630,BRZH,HUA NAN 1,100,"Tanker, General",15
647bf78f6d9bd758b959c1c0,413506890,BPFK3,KAI  YANG  YOU  6,78,"Tanker, General",14
647bf80d6d9bd758b959cb33,413491280,BTOP,BAO DE 8118,96,"Tanker, General",15
647bfb7a6d9bd758b95a0ff2,413219350,BOBX7,XING TONG 56,119,"Tanker, Category Y",18
647bfd456d9bd758b95a3217,413278090,BOPE8,XINXIANG168,109,"Cargo ship, General",18
647bfd8c6d9bd758b95a3792,412522280,BPCK7,XIN HAI 11 HAO,78,"Passenger ship, General",16
647c01fb6d9bd758b95a8b24,538005864,V7HR7,PEGASUS PETA,146,"Cargo ship, General",23
647c02916d9bd758b95a9642,413553770,BPMX5,HENGSHUNDA97,98,"Cargo ship, General",16
647c07736d9bd758b95aeccb,414350180,BTYH,JIA  HANG  002,173,"Cargo ship, General",24
647c0b8e6d9bd758b95b34e9,412362540,@@@@@@@,XIN DONG ZHOU,72,"Cargo ship, General",12
647c0e876d9bd758b95b6d1c,413698510,BPKN3,REN JIAN JING TANG,180,"Cargo ship, General",28
647c0ea06d9bd758b95b6eee,477947600,VRKR5,COSCO DURBAN,261,"Cargo ship, Category OS",32
647c0f326d9bd758b95b7a61,414402630,BQGV,SHENG CHANG 37,106,"Cargo ship, General",21
647c0f4e6d9bd758b95b7ca7,413593150,BVHJ2,RUI  CHENG  689,98,"Cargo ship, General",16
647c11666d9bd758b95ba68b,412473560,@@@@@@@,FULONG99,99,"Cargo ship, General",16
647c154b6d9bd758b95bf8bc,413307450,BOUD9,DI HAI FU AN,96,"Tanker, Category Y",15
647c174c6d9bd758b95c2149,636020671,5LAD4,TAI STAMINA,200,"Cargo ship, General",32
647c18a36d9bd758b95c3b64,477871900,VRVG4,ASL PEONY,172,"Cargo ship, General",28
647c19c96d9bd758b95c530d,413472960,@@@@@@@,HAO DA 666,92,Reserved for regional use,15
647c217c6d9bd758b95cef12,352980873,3E3588,EVER CONCERT,171,"Cargo ship, General",28
647c21e36d9bd758b95cf74c,413462620,,HONG DA 118,53,"Cargo ship, General",9
647c240f6d9bd758b95d2236,413493130,BIBH9,HUJINFAZHAN,128,"Cargo ship, General",19
647c24c46d9bd758b95d3028,413526920,BQQF,HUA SHENG 01,190,"Cargo ship, General",32
647c26236d9bd758b95d4a53,412469780,BXRM,FENG SHENG YOU 10,118,"Tanker, General",17
647c26bc6d9bd758b95d553b,413300790,BFHU,HAIYANGSHIYOU567,61,"Other types of ship, General",15
647c290c6d9bd758b95d80f0,413242470,BOIO5,HAI YANG SHI YOU 550,71,"Other types of ship, General",16
