_id,mmsi,shipCallSigns,shipName,shipSize,shipType,shipWidth
65eb54fa031fca34f8b07262,412379940,BIBC4,HONG ZHI 66,125,"Tanker, General",19
65eb857f031fca34f8b4f317,413109000,BSFV,NAN HAI JIU 131,77,Search and rescue vessel,14
65eb8e16031fca34f8b5ccf8,563217800,9V9241,MU DAN SONG,180,"Cargo ship, General",27
65eb9479031fca34f8b66c70,357196000,3FGM9,YONG SHENG VII,98,"Cargo ship, General",16
65ebc33a031fca34f8badd1e,414734000,BPGG,XIU CHI,185,"Tanker, General",32
65ebc741031fca34f8bb2c50,351802000,3FCR9,BEST TRADER,225,"Cargo ship, General",32
65ebd845031fca34f8bc9c44,414254000,BHXW2,YIN HE DIAO YU DAO,225,"Cargo ship, General",32
65ebf363031fca34f8bf3329,413315470,BOWT9,JIN HANG QIAN XI,135,"Cargo ship, General",20
65ec02f8031fca34f8c0bfb6,538010813,V7A7461,TS PENANG,148,"Cargo ship, Category X",23
65ec07d0031fca34f8c1386a,477224600,VRLT2,PHOENIX OCEAN,225,"Cargo ship, General",33
65ec115b031fca34f8c23402,636021033,5LBX7,GLEN SCOTIA,132,"Cargo ship, General",23
65fa960d031fca34f8f9a18d,374674000,3FPD8,COSMIC POLARIS,120,"Cargo ship, General",22
65fa96d5031fca34f8f9b3c0,413561110,BPKQ8,FU XIN 9,174,"Cargo ship, General",27
65fa976a031fca34f8f9c17f,413302640,BFAQ5,HAIYANGSHIYOU720,107,"Other types of ship, General",28
65fa98d5031fca34f8f9e12f,414223344,@@@@@@@,BEN,0,Not available / no ship,0
65fa9daa031fca34f8fa50d8,441503000,D7WS,WOORI SKY,180,"Cargo ship, General",31
65faa77b031fca34f8fb459a,999000101,,TEST-ATON-101,0,,0
65faac7a031fca34f8fbbb33,305933000,V2QM5,BBC PERU,146,"Cargo ship, General",20
65fac1e1031fca34f8fdd3ee,413485050,BPXF3,SHENG YOU 231,119,"Tanker, General",20
65fad5d7031fca34f8ffe5d6,574820000,XVVQ,GREAT LADY,118,"Tanker, General",18
65fafa18031fca34f8037ac1,419000984,AWJZ,JAG ARNAV,229,"Cargo ship, General",32
65fafb86031fca34f8039be9,312403000,V3QS5,GUOSHUN 21,109,"Cargo ship, General",16
65fafe17031fca34f803d5f8,413227640,BOEP2,SHUN HONG XING.YAO,108,"Cargo ship, General",17
65fb1e6e031fca34f806fae3,352001416,3E2163,MINH ANH 09,100,"Cargo ship, General",16
65fb4694031fca34f80ac855,994166135,,SM 8,0,,0
65fb4894031fca34f80af3fd,994166132,,S2,0,,0
65fb48f0031fca34f80afcd4,994166143,,SM 6,0,,0
65fb4984031fca34f80b08f5,994166139,,W1,0,,0
65fb49ac031fca34f80b0d3c,994166144,,SM 7,0,,0
65fb4a50031fca34f80b1c80,994166142,,SM 5,0,,0
65fb4c2f031fca34f80b4767,994136859,,ZHU XIANG 2491 WRECK,0,,0
65fb4ce6031fca34f80b598d,994136864,,ZHU XIANG 1715 WRECK,0,,0
65fb4d12031fca34f80b5e73,574429000,XVQT,DAI TAY DUONG 26,79,"Cargo ship, General",15
65fb503c031fca34f80bae17,372575000,HPRT,XIANG HAI,190,"Cargo ship, General",31
65fb5ec2031fca34f80d1c8f,574004730,XVHL7,NEWSUN VISION,178,"Cargo ship, General",28
65fb65ab031fca34f80dc5e5,414831000,BPGU9,HAIFENG 2001,195,"Other types of ship, General",46
65fb65cb031fca34f80dc8b4,414245000,BFBL7,DONG JIANG SHENG,225,"Cargo ship, General",32
65fb6c5a031fca34f80e6fc0,626363000,TRBE2,KOROLEV PROSPECT,255,"Tanker, No additional information",44
65fb6d8f031fca34f80e8d50,414875000,BPJB7,DING XIN 116,209,"Cargo ship, General",36
65fb6f6a031fca34f80ebbda,413236230,BOHE3,XINBEIBUWANGANG16,35,Tug,10
65fb70bc031fca34f80ede64,241440000,SVCK6,MARAN APOLLO,336,"Tanker, General",60
65fb74c7031fca34f80f4828,636017109,D5JI5,GOLDEN SUCCESSFUL 82,225,"Cargo ship, General",32
65fba380031fca34f814583e,414650000,BPAR7,XING SHUN 56,190,"Cargo ship, General",32
65fbaafd031fca34f8152a1d,413822111,XIPU,,0,"Vessel, Fishing",0
65fbbe5a031fca34f81719b3,636023799,5LPM2,LONCOMILLA,261,"Cargo ship, General",32
65fbbe62031fca34f8171ae9,413309010,TEST,DA YU HONG TU,65,"Cargo ship, General",12
65fbed74031fca34f81bc269,352001553,3E2556,TOKI HARMONY,182,"Cargo ship, General",31
65fbf103031fca34f81c20d7,352001720,3E2735,XIN YUAN237,114,"Cargo ship, General",16
65fc082f031fca34f81e7ba7,414560000,BOTO9,CHANG SHEN HAI,190,"Cargo ship, General",32
65fc0a6b031fca34f81eb25e,352980782,3E3529,TRAWIND WHALE,178,"Cargo ship, No additional information",28
65fc2b75031fca34f821e7d5,413547070,@@@@@@@,QINGHAIYOU69,113,"Tanker, General",17
65fc3c15031fca34f8239c93,413237650,BPLK7,SHUN QIANG HE XIE,103,"Cargo ship, General",21
65fc4a62031fca34f8252039,413704830,BUXH,XIECHUAN66,98,"Cargo ship, General",16
65fc4e2e031fca34f825898d,567556000,HSB6314,THOR FUTURE,189,"Cargo ship, General",32
65fc548c031fca34f8263415,413258730,BOMN2,XING TONG 799,182,"Tanker, General",32
65fc5c71031fca34f8270382,413486970,@@@@@@@,ZI YANG 618,97,"Cargo ship, General",19
65fc5e42031fca34f827349e,412502796,YYYY,GUIHEYU35088,31,"Vessel, Fishing",6
65fc61ca031fca34f8279314,304954000,V2BY1,BBC DIAMOND,120,"Cargo ship, General",20
65fc7639031fca34f829e9be,354845000,3FNR4,CONFIDENCE,142,"Cargo ship, General",24
65fc9bdf031fca34f82e904f,413456340,BLBE4,RUI YU 7,98,"Cargo ship, General",16
65fca04d031fca34f82f1dac,413063863,1234567,92333,26,"Vessel, Fishing",6
65fcacab031fca34f830723a,413457820,BPFL9,JIN CHEN,59,Tug,13
65fcb5a7031fca34f8315fe3,413214830,BOZM4,YONG FENG 58,147,"Cargo ship, General",21
65fccaa6031fca34f833a604,636021532,5LEJ9,BUFFALO,229,"Cargo ship, General",32
65fcd52d031fca34f834af9a,373795000,H3UE,NORD VIRGO,229,"Cargo ship, General",32
65fcdefb031fca34f835af99,351949000,HOEI,GOLDEN MARINE,190,"Cargo ship, General",32
65fce68a031fca34f83671a2,412756310,,QIAN JUN 1,51,"Cargo ship, General",11
65fcf517031fca34f837e02f,413266940,@@@@@@@,MINGFA99,46,Not available / no ship,12
65fcfd6e031fca34f838b9d2,654651465,,TEST-ATON-465,0,,0
65fd0259031fca34f8393cde,563161100,9V8063,WISDOM GLORY,127,"Cargo ship, No additional information",20
65fd1e7a031fca34f83c31c9,667001572,9LU2375,GOLD SPRING,97,"Cargo ship, General",16
65fd2aea031fca34f83d4e9b,210029000,5BLL2,ELENI,229,"Cargo ship, General",37
65fd3215031fca34f83e1adb,413434150,BLAK6,TONG ZHOU 6,100,"Tanker, Category Z",15
65fd3766031fca34f83ebfa5,477895800,VRVR6,WEN CHENG,295,"Tanker, General",45
65fd3bb7031fca34f83f3da1,413287030,BORB7,HUA YUN 628,127,"Cargo ship, General",21
65fd508a031fca34f84158c6,413313730,BOVQ3,SHENG HANG HUA 3,120,"Tanker, Category X",18
65fd778a031fca34f8453111,413620730,,FU ZHEN,128,"Tanker, General",20
65fd7fc6031fca34f845f432,413703240,BQLC,RONGHAI99,98,"Cargo ship, General",16
65fd865f031fca34f846937f,371364000,3FWJ8,DIRECTION SW,135,"Cargo ship, No additional information",22
65fd8e6d031fca34f8475b42,454564555,,TEST-ATON-555,0,,0
65fd913a031fca34f847a436,413297820,297820,ZHOUSHUNDA,57,"Cargo ship, General",10
65fd987b031fca34f84860e8,413302680,@@@@@@@,JIA SHENG 76,173,"Cargo ship, General",24
65fdaf7b031fca34f84a7a8b,413547660,BPIX3,HE HAI YUAN YANG,126,"Cargo ship, Category OS",20
65fdb512031fca34f84b0167,565289000,9V2458,GLORY VOYAGER,104,"Cargo ship, General",19
65fdbf40031fca34f84bfb8c,412312818,XIPU,QIONGDANYU12818,46,"Vessel, Fishing",64
65fdc161031fca34f84c2fe8,413267360,@@@@@@@,JIE YUAN 01,42,"Other types of ship, General",9
65fdcec7031fca34f84d8292,413611116,<234567,1,0,"Other types of ship, General",0
65fdda8f031fca34f84ebc4a,413153000,BPBY,XIN DAN DONG,263,"Cargo ship, Category X",32
65fddf68031fca34f84f3f5e,413803138,1234567,YIFANFENGSHUN,26,"Vessel, Fishing",6
65fdeacc031fca34f850795c,564879000,9V2309,CRIMSON EMPRESS,229,"Cargo ship, General",32
65fdee09031fca34f850d477,351304000,3EUQ5,SINO 5,123,"Cargo ship, General",18
65fdf038031fca34f8511098,412817666,1234567,17666,18,"Vessel, Fishing",6
65fdfca2031fca34f852589d,538005623,V7FN4,SYROS ISLAND,199,"Cargo ship, General",32
65fe330e031fca34f8578805,413231420,BOFX2,XIN HUA WANG,0,"Cargo ship, General",0
65fe3fc5031fca34f858c5b5,357404000,H3GP,BMC PANDORA,140,"Cargo ship, General",25
65fe737a031fca34f85d6d93,566762000,9V2825,MARITIME POLARIS,183,"Tanker, General",35
65fe86f1031fca34f85f840e,229765000,9HA5593,AZAMARA ONWARD,181,"Passenger ship, No additional information",26
6607b819031fca34f8790e1e,413266190,BONS4,FU QIANG 8,140,"Cargo ship, General",20
6607b85f031fca34f8791316,636093212,5LMJ7,AS SABINE,171,"Cargo ship, No additional information",28
6607b8f3031fca34f8791b3f,374854000,3FON5,IMABARI QUEEN,199,"Cargo ship, General",32
6607bcb3031fca34f8795271,413692970,B0YC 8,TONG DA 9 HAO,147,"Cargo ship, General",21
6607beec031fca34f8798767,305678000,V2HT7,HS BUSAN,143,"Cargo ship, General",22
6607c345031fca34f879f083,413390420,,SI NAN BA HAO,22,"Vessel, Pleasure craft",4
6607c3ca031fca34f879fd55,525119223,YDIC3,PRIMA DHARMA,137,"Tanker, General",20
6607eab8031fca34f87d2fb6,413696250,BVIG7,MIN FENG YOU 1,151,"Tanker, General",23
6607eba2031fca34f87d42cd,413575150,@@@@@@@,JIAN RUI 18,38,Port tender,11
6607fe8c031fca34f87eb09f,413244720,BOJV2,BO MAO,133,"Cargo ship, General",32
66080c30031fca34f87fb4d3,538005519,V7ER5,SKY JADE,145,"Cargo ship, General",22
66081ab1031fca34f880cf02,477103100,VRQV9,XIN CHANG HAI,292,"Cargo ship, General",45
660826cd031fca34f881e0f8,414874000,BPKJ9,AN FENG 09,225,"Cargo ship, General",37
6608356a031fca34f88337bb,477243900,VRLZ5,HE FU,172,"Cargo ship, General",25
660838de031fca34f8838a11,477547800,VRFX9,DA HENG SHAN,106,"Tanker, General",17
6608511f031fca34f885b435,413574590,@@@@@@@,NAN HONG 998,84,"Cargo ship, General",18
6608562e031fca34f88624dd,372136000,3FTQ3,SEA ALICE,186,"Cargo ship, General",30
66085897031fca34f886598e,255806371,CQEF8,AEPOS,200,"Cargo ship, General",32
660868fe031fca34f887c463,413334550,BOWU2,YONG JIA TONG BAO,114,"Cargo ship, General",28
6608823a031fca34f889cce4,413800203,,,0,"Vessel, Fishing",0
6608966f031fca34f88b9761,994136876,,QZYE CABLE V2       ,0,,0
660899bf031fca34f88be877,994136984,,YUE JIANG CHENG41283,0,,0
660899f2031fca34f88bed79,994136871,,QZYE CABLE V1       ,0,,0
66089b60031fca34f88c11d2,994136877,,QZYE CABLE V3       ,0,,0
6608b03a031fca34f88e4c1d,413804222,04222:,413804222,30,"Vessel, Fishing",12
6608b7e8031fca34f88f27b8,12039,,,0,"Vessel, Fishing",0
6608d56c031fca34f8924c5b,413699888,TX12242,991188,32,"Cargo ship, General",6
6608ec9e031fca34f8948e50,413349640,@@@@@@@,BAO XIANG 209,42,Port tender,9
6608eefc031fca34f894c332,413541780,@@@@@@@,XIN WEI 9,135,"Cargo ship, General",21
660904d9031fca34f8968b0d,414828000,BPGQ9,JIN RONG HANG,210,"Cargo ship, General",36
66090727031fca34f896c721,413695010,BVFC8,MINHANGBO01,60,"Vessel, Engaged in dredging or underwater operations",17
66090e28031fca34f89784d7,994131643,,BEI GANG 3,4,,4
660929ac031fca34f89a25e8,413397170,BPDH9,ZHONG QUAN 7,128,"Cargo ship, General",28
66094cec031fca34f89cd931,370761000,3FZL5,EVER SUCCESS,190,"Cargo ship, General",32
66096886031fca34f89eee3c,209941000,5BKT3,VENUS HISTORY,235,"Cargo ship, General",38
660977da031fca34f8a0272a,413550820,BOOR6,WAN YUAN FU,122,"Cargo ship, General",18
6609795f031fca34f8a047c4,808466548,0000000,00000000000000000000,96,"HSC, No additional information",96
66097a0d031fca34f8a05670,373103000,3FXJ3,GREAT WENKAI,189,"Cargo ship, General",32
66097d5f031fca34f8a0a071,311000780,C6DT7,ESTIMA,142,"Cargo ship, General",23
66097f15031fca34f8a0c61a,370403000,3FUR9,DONGNI,88,"Cargo ship, General",14
66097ffe031fca34f8a0db0e,636014812,A8WR4,IZABELLA M,229,"Cargo ship, General",32
66098001031fca34f8a0db4b,440042000,DSDM7,ARA HANA,85,"Tanker, General",12
66098468031fca34f8a14412,413434530,BKWE6,RUNGUANG3,147,"Cargo ship, General",21
66098e91031fca34f8a23914,356791000,3FWZ4,HONG HING,225,"Cargo ship, General",32
660990a9031fca34f8a26b8d,413378820,BIBV5,HUACHEN 158,130,"Tanker, General",18
6609989b031fca34f8a328f1,353988000,3FYP2,SHUNXIANG,128,"Cargo ship, No additional information",20
66099c5f031fca34f8a380cb,352367000,3FRI4,PARADISE ISLAND,190,"Cargo ship, General",32
66099dd3031fca34f8a3a364,413208660,000000,XINGYUAN7,72,"Cargo ship, General",15
6609a929031fca34f8a4af2a,353639000,3FYY7,GLOBAL MIRAI,190,"Cargo ship, General",32
6609abe4031fca34f8a4f0f2,273351000,UCBK,IVAN ZHDANOV,140,"Cargo ship, General",16
6609af76031fca34f8a54a0d,413571990,BKRK4,HAI YANG SHI YOU 945,70,"Other types of ship, General",76
6609b577031fca34f8a5e286,412520151,@@@@@@@,QIONGSANSHAYU00010,59,"Vessel, Fishing",9
6609b84e031fca34f8a629a0,2444,,90782,0,"Reserved for future use, General",0
6609bb6b031fca34f8a67b95,241640000,SVDC8,DESERT DIGNITY,199,"Cargo ship, General",32
6609c78f031fca34f8a7ade0,351613000,3FSZ7,THANH THANH DAT 899,195,"Cargo ship, General",32
6609cbee031fca34f8a81850,620999372,D6A3371,ARTEMIS GAS,225,"Tanker, General",37
6609d46b031fca34f8a8f3b4,229585000,9HA5524,NAOMI,292,"Cargo ship, General",45
6609d700031fca34f8a935ba,636019861,@G@A9,MSC IDA II,195,"Cargo ship, General",30
6609eca1031fca34f8ab6493,414826000,BPGP4,WAN MING ZI YOU,229,"Cargo ship, General",36
6609f0b0031fca34f8abc61c,413232499,BOVX7,ZI JING SHI WU HAO,127,"Passenger ship, General",21
660a26fb031fca34f8b0c5ff,413463470,,ZHONGHEGONG01,48,"Vessel, Engaged in dredging or underwater operations",19
660a2ef2031fca34f8b185c2,413276610,@@@@@@@,NANHANG757,82,Not available / no ship,18
660a447e031fca34f8b375d9,413318450,@@@@@@@,SHENG  FENG ZHI XING,109,"Cargo ship, General",22
660a49c9031fca34f8b3e873,413242570,0,YUE XIN HUI HUO 8088,61,"Cargo ship, General",12
660a4a74031fca34f8b3f733,413213680,A,BAO NENG,72,"Cargo ship, General",14
660a6045031fca34f8b60bdd,667001571,9LU2374,OCEAN WIN 6,79,"Cargo ship, General",13
660a6505031fca34f8b68144,477932400,@#@D8,BOCHEM MUMBAI,170,"Tanker, No additional information",26
660a8722031fca34f8b9887b,413303250,BFAB5,HONG SUI,99,"Tanker, General",15
660abe1f031fca34f8bdd280,413281810,BOXF4,WAN BANG JIA BO,103,"Cargo ship, General",21
660ac5fc031fca34f8be7167,413358190,BHQL5,ZHONG JIN 51,99,"Cargo ship, General",16
660acb82031fca34f8bee192,413544310,BPIM8,DE CHANG,91,"Other types of ship, No additional information",20
660acf21031fca34f8bf272a,413445540,BKVR5,ZHONG DA YOU 36,122,"Tanker, General",17
660ad237031fca34f8bf64a5,413312710,@@@@@@@,JIA HANG GONG 1618,48,"Other types of ship, General",18
660addf8031fca34f8c04f0c,636018057,D5NZ2,LOTUS A,336,"Cargo ship, General",43
660ade6b031fca34f8c057d8,235067987,2BOS2,COSCO SHANGHAI,280,"Cargo ship, Category Y",40
660ae62a031fca34f8c0fbd6,413258870,BOMP4,ZHAOSHANGHAILONG9,70,"Other types of ship, No additional information",68
660aee88031fca34f8c1a3c4,352002048,3E2205,SINGAPORE PIONEER,119,"Tanker, Category Y",20
660af32f031fca34f8c20833,668116195,S9UJ82,RAIZE,225,"Cargo ship, General",32
660b0506031fca34f8c36fcb,370364000,3ESM9,OSMANTHUS,200,"Cargo ship, General",32
660b0967031fca34f8c3c8e7,413319920,BOWP2,HONGZHOUZHIXING,129,"Cargo ship, General",28
660b1194031fca34f8c46cf9,565841000,S6BB3,EPIC STLUCIA,99,"Tanker, General",17
660b11ec031fca34f8c473b9,219056000,OXLK2,MAERSK EMDEN,366,"Cargo ship, Category X",48
660b1475031fca34f8c4a71d,413383930,@@@@@@@,HONG   ZHAN86,66,"Cargo ship, General",12
660b2b4a031fca34f8c65fde,636017805,D5MU7,NAVIOS ACE,292,"Cargo ship, General",45
660b3120031fca34f8c6daa8,412223228,@@@@@@@,21688,0,"Other types of ship, General",0
660b361f031fca34f8c73f0e,371981000,H9LF,GREEN PEGASUS,180,"Cargo ship, General",31
660b3dff031fca34f8c7d90e,636017503,D5LH3,MV ANTIPAROS,229,"Cargo ship, General",32
660b46a2031fca34f8c89a89,477895700,VRVO2,GERDA MAERSK,367,"Cargo ship, Category X",42
660b58c6031fca34f8ca40f0,352001531,3E2538,YONG SHENG 158,135,"Cargo ship, General",20
660b591c031fca34f8ca480f,414236000,BPCP6,NAN XIN 1,225,"Cargo ship, General",32
660b5e41031fca34f8cac3c6,538009682,V7A5036,PRONOI R,200,"Cargo ship, General",32
660b6977031fca34f8cbde50,413567080,BPLT4,HUA FU YOU 5,119,"Tanker, General",17
660b90d1031fca34f8cf5183,413396290,@@@@@@@,YONGYUHUI,98,"Cargo ship, General",14
660be619031fca34f8d6331e,636014459,A8TY9,OSLO TRADER,189,"Cargo ship, General",32
660c165b031fca34f8d9f032,357289000,3FHF9,XING JI HAI,225,"Cargo ship, General",32
660c1de4031fca34f8da8bd9,538009524,V7A4846,POWER GLOBE,225,"Cargo ship, General",32
660c24a0031fca34f8db0d82,538006314,V7LQ3,SEAWAYS TRITON,333,"Tanker, General",60
660c2e9a031fca34f8dbd60d,636092728,D5LV7,SEA HAWK,181,"Cargo ship, General",30
660c327e031fca34f8dc29c2,413392850,,PENG RUI 7,40,"Vessel, Towing",12
660c3b21031fca34f8dcef37,374508000,3EQL,FILOTIMO,172,"Cargo ship, General",28
660c436b031fca34f8ddada2,412520255,0,33007,45,"Vessel, Fishing",8
660c4a75031fca34f8de50b8,574367000,XVZA,THANH THANH DAT 35,75,"Cargo ship, General",13
660c4bee031fca34f8de73a6,477013200,VRIG7,DU AN CHENG,178,"Cargo ship, General",28
660c4ff6031fca34f8decc2c,311365000,C6SJ9,RESURGENCE,140,"Cargo ship, Reserved for future use",23
660c510a031fca34f8dee557,538009650,V7A4996,FORTUNE ARK,190,"Cargo ship, No additional information",32
660c5659031fca34f8df5d7e,636018899,D5RX7,CLEAROCEAN MARVEL,183,"Tanker, General",32
660c5896031fca34f8df8e9f,574450000,3WPN,THANH THANH DAT 88,74,"Cargo ship, General",12
660c7589031fca34f8e1daf1,566871000,9VBL,PSU FIFTH,328,"Cargo ship, General",58
660c8266031fca34f8e2e2c2,414855000,BPIJ3,JIU HUA FA ZHAN,209,"Cargo ship, General",36
660c8f79031fca34f8e404ef,413342180,BOYG3,WAN XIANG 689,105,"Cargo ship, General",20
660cc3af031fca34f8e8e7c0,413702890,BOYH4,SHUNJILI,97,"Cargo ship, General",16
660cc9db031fca34f8e982a8,413303280,BFMR,JIAN RONG 669,97,"Cargo ship, General",16
660ce14e031fca34f8eb9efc,209682000,5BHJ5,AESCHYLUS GRAECIA,229,"Cargo ship, General",32
660ce989031fca34f8ec7174,636022955,5LLF7,ZIM GEMINI,272,"Cargo ship, General",43
660cf566031fca34f8ed9b1f,352650000,3EQB5,NOBLE STEED,190,"Cargo ship, No additional information",32
660cf9f7031fca34f8ee0022,477861200,VRIH7,JOYFUL FORTUNE,110,"Cargo ship, General",19
660d212d031fca34f8f180f1,414871000,BPKT2,XING MAO 66,200,"Cargo ship, General",33
660d2573031fca34f8f1e4a6,413382360,BPAE2,RUI GAO MAN YI,124,"Tanker, General",17
660d4217031fca34f8f481bc,370312000,3FLX4,GOLDEN STAR,169,"Cargo ship, General",27
660d4490031fca34f8f4c2a6,414639000,BRNL,SHENG XING HAI,200,"Cargo ship, No additional information",32
660d48ed031fca34f8f539c8,538002206,V7HB7,RIVA WIND,190,"Cargo ship, General",33
660d6a25031fca34f8f85bd2,405000200,S2AC5,AKIJ HERITAGE,190,"Cargo ship, General",32
660d78f6031fca34f8f9b43a,636013289,A8DZ2,COLOMBO,221,"Cargo ship, Category X",32
660d800f031fca34f8fa56ad,413355690,BOHW3,HUA YUAN 16,98,"Cargo ship, General",16
660d82b7031fca34f8fa9a7d,574966000,XVRC,THANH THANH DAT 69,79,"Cargo ship, General",13
660d87b8031fca34f8fb1d49,574436000,XVNY,THANH THANH DAT 45,79,"Cargo ship, General",12
660d8972031fca34f8fb48b2,636019410,D5UJ9,GREEN K-MAX 1,229,"Cargo ship, General",32
660d8a35031fca34f8fb5c28,574485000,3WQQ,THANH THANH DAT 90,79,"Cargo ship, General",14
660d9094031fca34f8fc12cc,413460530,,HUAQUAN868,65,"Cargo ship, General",13
660d973f031fca34f8fcd23f,574293000,3WKY,THANH THANH DAT 68,76,"Cargo ship, General",12
660d99b0031fca34f8fd15f7,574002660,3WFV,THANH THANH DAT 19,69,"Cargo ship, General",12
660db0b3031fca34f8ff66c4,413499710,@@@@@@@,SHUNHANGYUNWEI18,40,Port tender,8
660dd448031fca34f80291d1,371627000,3EDN2,STELLAR STREAM II,199,"Cargo ship, General",32
660dde4e031fca34f8038787,413707290,BOMS9,JIA DE HAI,161,"Cargo ship, General",24
660dec44031fca34f80500b8,538010924,V7A6325,OCEAN DILIGENCE,200,"Cargo ship, General",32
660dfc72031fca34f806b20d,413280810,BOPY2,YUN DA FA ZHAN,129,"Cargo ship, General",19
660e062e031fca34f807a985,413569810,@@@@@@@,HONG ZHAN 96,66,"Cargo ship, General",12
660e2d2f031fca34f80bc29d,413222980,BODL3,WAN JIANG 7,97,"Tanker, Category Y",15
660e3642031fca34f80cc3c0,441354000,D7VT,FC ADONIS,121,"Tanker, No additional information",20
660e496a031fca34f80ed771,373227000,3FGC8,ASL FORTUNE,190,"Cargo ship, General",32
660e7d0f031fca34f813fdf6,667001518,9LU2321,JIANGHAIDA,96,"Cargo ship, General",16
660ea8a6031fca34f817e5b8,412611480,@@@@@@@,VX0NGD@A,0,"Vessel, Fishing",0
660eb4a3031fca34f8191941,413454350,BLFK3,DONG CHENG LAN TIAN,179,"Cargo ship, General",28
660ee41b031fca34f81e072f,574471000,3WSP,NEWSUN BLUE,136,"Cargo ship, General",20
660ee5ec031fca34f81e358e,256011000,9HA5658,CONTI CONTESSA,334,"Cargo ship, No additional information",42
660ef765031fca34f820011b,413177249,?,0@;@@@@@@@@@@@@@@@@0,0,"WIG, General",0
660f02e1031fca34f8212dfc,352003720,3E5824,SIRIUS 1,250,"Tanker, General",44
660f26f5031fca34f824deac,352246000,3FAT,NEW ENDEAVOR,229,"Cargo ship, General",32
660f2e76031fca34f825a832,413222680,BOEV3,NAN FANG XIN LONG,126,"Cargo ship, General",21
660f3070031fca34f825dc8f,563171200,9V8372,PHOENIX VANTAGE,336,"Tanker, General",60
660f5866031fca34f82a3789,412366350,BHCL,CHANG HUA MEN,149,"Cargo ship, General",22
660f6605031fca34f82babce,412679000,BOGS8,KE JIAN,199,"Cargo ship, General",34
660f6892031fca34f82bf167,636093226,5LNF4,HG NAPLES,199,"Cargo ship, General",32
660f8232031fca34f82e2142,412361560,@@@@@@@,YAO LEI 2,68,"Vessel, Engaged in dredging or underwater operations",14
660faa2a031fca34f832385c,413408270,BKXR3,FEI DA 337,146,"Cargo ship, General",21
660fd7f7031fca34f836a79a,413220980,,YIN DUN HAO,12,"Vessel, Pleasure craft",5
660fe163031fca34f837a289,412500493,@@@@@@@,@@@@@@@@@@@@@@@@@@@@,47,Not available / no ship,8
660fe6eb031fca34f838495f,413239010,,TIAN YU 9,55,"Cargo ship, General",9
66101095031fca34f83d2970,413284480,BORB2,HUA BO 69,102,"Cargo ship, General",20
66102a60031fca34f8404d70,352003136,3E6018,LOWLANDS ENGEL,183,"Cargo ship, General",30
66103b73031fca34f84272f0,413499380,BPEH3,YI HAI SHEN ZHOU,119,"Cargo ship, General",20
661049bc031fca34f8443ab3,311001213,C6GD2,AFRICAN CONDOR,180,"Cargo ship, General",30
66107684031fca34f848816a,466,,,0,"Vessel, Fishing",0
661080fb031fca34f849820a,431225000,7KPZ,ONE CONTRIBUTION,316,"Cargo ship, Category X",46
661092a2031fca34f84b4e55,413535730,BPHE6,LONGYUNCHANGWANG,140,"Cargo ship, General",32
661097d3031fca34f84be6d0,412705280,BPBM2,CHANG FU XING,98,"Cargo ship, General",14
66109856031fca34f84bf5c0,414163000,BOWE6,GUO DIAN 17,225,"Cargo ship, General",32
6610b256031fca34f84ece73,413254290,BOLU2,SHUN KAI LUN,110,"Cargo ship, General",18
6610b522031fca34f84f19da,412478720,BOAS,TIAN QI,190,"Cargo ship, General",29
6610c52f031fca34f850c61d,538005869,V7HS5,ARDMORE DEFENDER,184,"Tanker, General",28
6610c54f031fca34f850c9f3,353708000,H3TK,TIAN LI,187,"Cargo ship, Category Z",31
6610c719031fca34f850f872,440111000,D7DG,SM TIANJIN,260,"Cargo ship, Category X",32
6610d908031fca34f852d1f1,525008097,YBJR2,SERUI,182,"Tanker, General",32
6610e832031fca34f8547d6d,636020228,D5YF8,ES INSPIRE SEA,289,"Cargo ship, General",45
66110720031fca34f857c4d3,414400840,,HAN WANG 16,86,"Cargo ship, General",18
661108de031fca34f857f0e6,563184400,9V8024,CL BANYAN,215,"Cargo ship, General",37
661109db031fca34f8580afe,352643000,H9VW,DORIC KATANA,229,"Cargo ship, General",32
66110e97031fca34f8588520,538007927,V7YW7,NAN XIN 27,225,"Cargo ship, General",32
6611145f031fca34f859085a,311000789,C6DU8,AFRICAN PUFFIN,190,"Cargo ship, General",32
66111f60031fca34f85a10b4,371800000,3EES4,OCEAN GLORY,190,"Cargo ship, General",32
661124e6031fca34f85a9883,477810400,VRPM3,PACIFIC RIZHAO,226,"Tanker, General",37
661128a9031fca34f85afc42,412131000,BFAN3,HAI YANG ZHI HUA,192,"Cargo ship, No additional information",32
6611393e031fca34f85cd00f,636014894,A8XH4,SOLAR AFRICA,190,"Cargo ship, General",32
661141dc031fca34f85db65b,413543480,@@@@@@@,AN YANG 118,84,"Cargo ship, General",18
66114251031fca34f85dc384,354863000,HPOJ,YONG JI LI,190,"Cargo ship, General",31
66115bee031fca34f860a7d8,413370740,BODV2,HU YOU18,118,"Tanker, General",18
66115f5b031fca34f861069c,477327700,VRSS9,SHANDONG FU XIN,229,"Cargo ship, General",32
661174e7031fca34f863687c,413308250,BOUL6,SHENG HUA DA JIAN,119,"Cargo ship, General",28
6611931a031fca34f866a6c9,414852000,BPKM6,JUJIE4000,177,"Other types of ship, General",44
6611b742031fca34f86ae49a,412316068,67,16067,0,"Vessel, Towing and exceeding",30
